1.0.160.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.168.0/21,1151464,1605651,,0,0,,8.4509,98.5298,20
1.0.176.0/22,1150626,1605651,,0,0,64120,17.1640,99.8622,500
1.0.180.0/22,8355831,1605651,,0,0,,11.6586,102.5420,500
1.0.184.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.192.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.194.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.195.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.0.196.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.200.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.201.0/24,1609350,1605651,,0,0,96468,13.7540,100.5014,20
1.0.202.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.204.0/23,1607737,1605651,,0,0,67000,16.4167,101.1333,200
1.0.206.0/23,1607737,1605651,,0,0,67000,16.4167,101.1333,100
1.0.208.0/23,1149698,1605651,,0,0,,13.1119,99.9447,500
1.0.210.0/23,1613747,1605651,,0,0,13130,14.5667,100.7000,200
1.0.212.0/22,1620816,1605651,,0,0,90110,7.0895,100.4107,500
1.0.216.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.220.0/22,7284248,1605651,,0,0,,9.4936,99.9492,1
1.0.224.0/21,1151254,1605651,,0,0,,7.8333,98.3833,1
1.0.232.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.240.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.244.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.246.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.247.0/24,1151254,1605651,,0,0,83000,7.9500,98.3583,1000
1.0.248.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.252.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.0.254.0/24,1151254,1605651,,0,0,,7.8333,98.3833,1000
1.0.255.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.0.0/24,1810821,1814991,,0,0,,26.0614,119.3061,50
1.1.1.0/24,2151718,2077456,,0,0,3095,-37.7333,145.1500,1000
1.1.2.0/23,1810821,1814991,,0,0,,26.0614,119.3061,50
1.1.4.0/22,1810821,1814991,,0,0,,26.0614,119.3061,50
1.1.8.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.1.9.0/24,1809858,1814991,,0,0,,23.1167,113.2500,50
1.1.10.0/23,1809858,1814991,,0,0,,23.1167,113.2500,50
1.1.12.0/22,1809858,1814991,,0,0,,23.1167,113.2500,50
1.1.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500,50
1.1.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500,50
1.1.64.0/19,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.1.96.0/20,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.1.112.0/21,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.1.120.0/22,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.1.124.0/24,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.1.125.0/24,1850147,1861060,,0,0,190-0031,35.6850,139.7514,1000
1.1.126.0/23,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.1.128.0/19,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.160.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.162.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.163.0/24,1153671,1605651,,0,0,50000,18.7904,98.9847,1000
1.1.164.0/24,1153671,1605651,,0,0,50000,18.7904,98.9847,10
1.1.165.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.166.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.168.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.170.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.1.171.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.172.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.1.173.0/24,1151477,1605651,,0,0,57120,19.4811,99.7236,100
1.1.174.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.176.0/24,1609350,1605651,,0,0,96468,13.7540,100.5014,50
1.1.177.0/24,1605549,1605651,,0,0,,14.0211,100.7343,50
1.1.178.0/23,1605549,1605651,,0,0,,14.0211,100.7343,50
1.1.180.0/22,1621060,1605651,,0,0,37240,15.7167,104.4667,50
1.1.184.0/23,1611233,1605651,,0,0,45180,15.8457,103.5572,200
1.1.186.0/23,1605239,1605651,,0,0,,17.4157,102.7859,200
1.1.188.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.190.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.191.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.1.192.0/22,1605239,1605651,,0,0,41000,17.1336,102.9675,200
1.1.196.0/23,1605239,1605651,,0,0,41000,17.1336,102.9675,200
1.1.198.0/24,1605239,1605651,,0,0,41000,17.1336,102.9675,200
1.1.199.0/24,8535755,1605651,,0,0,,17.3562,102.8026,200
1.1.200.0/22,1150626,1605651,,0,0,64120,17.1640,99.8622,200
1.1.204.0/22,1605239,1605651,,0,0,41000,17.1336,102.9675,200
1.1.208.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.216.0/23,7511019,1605651,,0,0,,15.3790,105.0279,100
1.1.218.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.220.0/22,1620816,1605651,,0,0,90110,7.0895,100.4107,100
1.1.224.0/24,7875877,1605651,,0,0,,14.7548,104.4159,1000
1.1.225.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.226.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.228.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.230.0/23,1610282,1605651,,0,0,,6.0500,101.1667,1000
1.1.232.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.236.0/22,1608232,1605651,,0,0,,17.8785,102.7420,50
1.1.240.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.248.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.1.252.0/23,1618030,1605651,,0,0,,16.4000,102.6833,100
1.1.254.0/25,1614336,1605651,,0,0,41110,17.1088,103.0149,100
1.1.254.128/25,1618030,1605651,,0,0,,16.4000,102.6833,100
1.1.255.0/24,1618030,1605651,,0,0,,16.4000,102.6833,100
1.2.0.0/23,1810821,1814991,,0,0,,26.0614,119.3061,50
1.2.2.0/24,1816670,1814991,,0,0,,39.9289,116.3883,50
1.2.3.0/24,5804306,2077456,,0,0,98275,47.9130,-122.3042,1000
1.2.4.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.2.5.0/24,1810821,1814991,,0,0,,26.0614,119.3061,50
1.2.6.0/23,1810821,1814991,,0,0,,26.0614,119.3061,50
1.2.8.0/24,1816670,1814991,,0,0,,39.9289,116.3883,50
1.2.9.0/24,1809858,1814991,,0,0,,23.1167,113.2500,50
1.2.10.0/23,1809858,1814991,,0,0,,23.1167,113.2500,50
1.2.12.0/22,1809858,1814991,,0,0,,23.1167,113.2500,50
1.2.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500,50
1.2.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500,50
1.2.64.0/18,1809858,1814991,,0,0,,23.1167,113.2500,50
1.2.128.0/21,1619655,1605651,,0,0,,17.6375,102.6767,200
1.2.136.0/22,1618030,1605651,,0,0,,16.4000,102.6833,1
1.2.140.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.144.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.148.0/23,1605239,1605651,,0,0,,17.4157,102.7859,100
1.2.150.0/24,1605239,1605651,,0,0,,17.4157,102.7859,100
1.2.151.0/24,1609071,1605651,,0,0,42000,17.4833,101.7167,100
1.2.152.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.156.0/22,1609430,1605651,,0,0,40170,16.7067,103.0788,200
1.2.160.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.176.0/21,1609350,1605651,,0,0,96468,13.7540,100.5014,500
1.2.184.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.186.0/24,1608409,1605651,,0,0,,6.4264,101.8231,50
1.2.187.0/24,1602078,1605651,,0,0,,16.0167,100.7667,100
1.2.188.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.192.0/21,1607708,1605651,,0,0,65000,16.8333,100.2500,200
1.2.200.0/22,1607708,1605651,,0,0,65000,16.8333,100.2500,200
1.2.204.0/23,1607708,1605651,,0,0,65000,16.8333,100.2500,200
1.2.206.0/23,1598888,1605651,,0,0,,17.1333,100.7833,200
1.2.208.0/21,1616073,1605651,,0,0,,13.0128,100.9898,100
1.2.216.0/23,1608900,1605651,,0,0,44000,15.9550,103.1867,1
1.2.218.0/23,1608900,1605651,,0,0,,16.1848,103.3007,1
1.2.220.0/22,1608900,1605651,,0,0,44000,15.9550,103.1867,1
1.2.224.0/21,1613658,1605651,,0,0,,14.6333,103.0333,100
1.2.232.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.2.240.0/21,1153090,1605651,,0,0,,16.4834,99.5215,50
1.2.248.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.3.0.0/16,1809858,1814991,,0,0,,23.1167,113.2500,50
1.4.0.0/24,2077456,2077456,,0,0,,-33.4940,143.2104,1000
1.4.1.0/24,1810821,1814991,,0,0,,26.0614,119.3061,50
1.4.2.0/23,1810821,1814991,,0,0,,26.0614,119.3061,50
1.4.4.0/24,1816670,1814991,,0,0,,39.9289,116.3883,50
1.4.5.0/24,1810821,1814991,,0,0,,26.0614,119.3061,50
1.4.6.0/23,1810821,1814991,,0,0,,26.0614,119.3061,50
1.4.8.0/21,1809858,1814991,,0,0,,23.1167,113.2500,50
1.4.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500,50
1.4.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500,50
1.4.64.0/18,1809858,1814991,,0,0,,23.1167,113.2500,50
1.4.128.0/21,1607001,1605651,,0,0,45000,16.0533,103.6539,100
1.4.136.0/22,1607001,1605651,,0,0,45000,16.0533,103.6539,500
1.4.140.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.144.0/21,1607001,1605651,,0,0,45000,16.0533,103.6539,50
1.4.152.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.153.0/25,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.153.128/25,1620965,1605651,,0,0,37000,15.6948,104.6485,1
1.4.154.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.156.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.158.0/23,1607978,1605651,,0,0,,6.8749,101.2549,100
1.4.160.0/20,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.176.0/21,7916623,1605651,,0,0,,17.4288,103.3995,200
1.4.184.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.192.0/23,1609350,1605651,,0,0,10240,13.7667,100.6500,20
1.4.194.0/24,1609350,1605651,,0,0,10540,13.6000,100.7167,20
1.4.195.0/24,1609350,1605651,,0,0,10240,13.7667,100.6500,20
1.4.196.0/22,1609350,1605651,,0,0,10240,13.7667,100.6500,20
1.4.200.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.204.0/24,1604870,1605651,,0,0,95000,6.5428,101.2836,100
1.4.205.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.206.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.208.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.209.0/24,1609350,1605651,,0,0,96468,13.7540,100.5014,1000
1.4.210.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.212.0/24,1608133,1605651,,0,0,11000,13.8900,100.4333,20
1.4.213.0/24,1609350,1605651,,0,0,96468,13.7540,100.5014,20
1.4.214.0/23,1609350,1605651,,0,0,96468,13.7540,100.5014,50
1.4.216.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.220.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.222.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.4.223.0/24,1153081,1605651,,0,0,71180,14.0866,99.5509,20
1.4.224.0/20,1609071,1605651,,0,0,42000,17.4833,101.7167,200
1.4.240.0/21,1153557,1605651,,0,0,,10.5000,99.1667,1
1.4.248.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.5.0.0/16,1850147,1861060,,0,0,190-0031,35.6850,139.7514,500
1.6.0.0/15,1269750,1269750,,0,0,,20.0000,77.0000,1000
1.8.0.0/16,1816670,1814991,,0,0,,39.9289,116.3883,50
1.9.0.0/20,8504423,1733045,,0,0,47507,3.0438,101.5806,200
1.9.16.0/21,10941913,1733045,,0,0,43007,2.9927,101.7909,20
1.9.24.0/21,1735158,1733045,,0,0,47301,3.1042,101.6128,20
1.9.32.0/22,1732903,1733045,,0,0,40100,3.0833,101.5333,10
1.9.36.0/22,1732903,1733045,,0,0,40150,3.1100,101.5538,10
1.9.40.0/22,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.44.0/22,1735161,1733045,,0,0,50586,3.1667,101.7000,10
1.9.48.0/22,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.52.0/25,1735634,1733045,,0,0,93632,1.5500,110.3333,1000
1.9.52.128/25,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.53.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.54.0/23,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.56.0/21,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.64.0/22,1736286,1733045,,0,0,02600,6.4246,100.2736,50
1.9.68.0/22,7691752,1733045,,0,0,72409,3.0975,102.2171,1000
1.9.72.0/23,1732903,1733045,,0,0,40000,3.0797,101.5186,200
1.9.74.0/23,1734599,1733045,,0,0,34100,4.8290,100.8841,200
1.9.76.0/22,1734599,1733045,,0,0,34100,4.8290,100.8841,200
1.9.80.0/20,1735096,1733045,,0,0,11020,5.3492,100.2394,5
1.9.96.0/25,1733044,1733045,,0,0,,5.3333,102.0000,200
1.9.96.128/27,1733044,1733045,,0,0,,5.3333,102.0000,200
1.9.96.160/28,1768409,1733045,,0,0,20608,4.2333,103.4500,200
1.9.96.176/28,1735271,1733045,,0,0,31800,4.3988,101.0787,200
1.9.96.192/27,1733044,1733045,,0,0,,5.3333,102.0000,200
1.9.96.224/27,1736376,1733045,,0,0,16150,6.0602,102.2341,200
1.9.97.0/24,1733044,1733045,,0,0,,5.3333,102.0000,200
1.9.98.0/25,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.98.128/25,1735227,1733045,,0,0,25000,3.8099,103.2893,200
1.9.99.0/26,1734777,1733045,,0,0,,2.8667,101.4333,200
1.9.99.64/27,1734777,1733045,,0,0,,2.8667,101.4333,200
1.9.99.96/27,1735227,1733045,,0,0,25150,3.7686,103.2328,200
1.9.99.128/26,1734777,1733045,,0,0,,2.8667,101.4333,200
1.9.99.192/28,1734777,1733045,,0,0,,2.8667,101.4333,200
1.9.99.208/28,1736376,1733045,,0,0,15100,6.0706,102.2458,200
1.9.99.224/27,1734777,1733045,,0,0,,2.8667,101.4333,200
1.9.100.0/23,1732814,1733045,,0,0,,2.0136,103.0659,100
1.9.102.0/23,1734810,1733045,,0,0,70300,2.7313,101.9307,50
1.9.104.0/22,1735902,1733045,,0,0,96000,2.2086,111.6000,200
1.9.108.0/23,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.110.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.111.0/24,1734806,1733045,,0,0,,2.7867,101.9953,50
1.9.112.0/23,1735161,1733045,,0,0,56000,3.0750,101.7382,50
1.9.114.0/24,1744246,1733045,,0,0,43300,3.0333,101.7167,50
1.9.115.0/24,1734810,1733045,,0,0,70400,2.7486,101.9435,5
1.9.116.0/24,1732903,1733045,,0,0,40170,3.0733,101.5054,200
1.9.117.0/24,1732752,1733045,,0,0,80508,1.4655,103.7578,200
1.9.118.0/23,1732752,1733045,,0,0,80508,1.4655,103.7578,200
1.9.120.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.121.0/24,1735161,1733045,,0,0,58200,3.0934,101.6794,10
1.9.122.0/23,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.124.0/24,10941913,1733045,,0,0,43000,3.0094,101.7755,5
1.9.125.0/24,1734810,1733045,,0,0,70300,2.7313,101.9307,10
1.9.126.0/23,1735161,1733045,,0,0,53300,3.1698,101.7060,10
1.9.128.0/21,1733037,1733045,,0,0,68000,3.1549,101.7412,1000
1.9.136.0/22,1733037,1733045,,0,0,68000,3.1549,101.7412,1000
1.9.140.0/24,1732903,1733045,,0,0,40300,3.0549,101.5314,1000
1.9.141.0/24,1735161,1733045,,0,0,68000,3.1549,101.7412,1000
1.9.142.0/23,1733037,1733045,,0,0,68000,3.1549,101.7412,1000
1.9.144.0/22,1734777,1733045,,0,0,,2.8667,101.4333,20
1.9.148.0/22,8504423,1733045,,0,0,47620,3.0337,101.5873,20
1.9.152.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.153.0/24,1735161,1733045,,0,0,57000,3.1013,101.6915,50
1.9.154.0/23,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.156.0/22,1735161,1733045,,0,0,55100,3.1366,101.7172,50
1.9.160.0/24,1733042,1733045,,0,0,,3.8077,103.3260,1000
1.9.161.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.162.0/24,1735244,1733045,,0,0,,3.5321,103.4619,1000
1.9.163.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.164.0/22,1768409,1733045,,0,0,20608,4.2333,103.4500,200
1.9.168.0/22,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.172.0/22,1735158,1733045,,0,0,47300,3.1097,101.6171,50
1.9.176.0/24,1738050,1733045,,0,0,98000,4.2678,113.9692,1
1.9.177.0/24,1732891,1733045,,0,0,45400,3.3500,101.2500,50
1.9.178.0/23,1735161,1733045,,0,0,55100,3.1366,101.7172,200
1.9.180.0/22,1735158,1733045,,0,0,47301,3.1042,101.6128,50
1.9.184.0/22,1732938,1733045,,0,0,,3.5074,101.1041,20
1.9.188.0/22,1734841,1733045,,0,0,72000,2.7226,102.2138,200
1.9.192.0/22,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.196.0/22,1733432,1733045,,0,0,88600,5.9749,116.0724,100
1.9.200.0/22,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.204.0/24,1732903,1733045,,0,0,40460,3.0538,101.5304,5
1.9.205.0/24,1735158,1733045,,0,0,47301,3.1042,101.6128,10
1.9.206.0/24,1734806,1733045,,0,0,,2.7867,101.9953,1000
1.9.207.0/24,1733432,1733045,,0,0,88000,5.8626,115.9946,1
1.9.208.0/23,1734759,1733045,,0,0,76100,2.3013,102.2842,50
1.9.210.0/23,1734810,1733045,,0,0,70200,2.7518,101.9428,50
1.9.212.0/22,1734759,1733045,,0,0,76100,2.3013,102.2842,50
1.9.216.0/21,1734781,1733045,,0,0,,2.8167,101.5000,20
1.9.224.0/19,1734777,1733045,,0,0,,2.8667,101.4333,200
1.10.0.0/21,1809858,1814991,,0,0,,23.1167,113.2500,50
1.10.8.0/23,1810821,1814991,,0,0,,26.0614,119.3061,50
1.10.10.0/24,2077456,2077456,,0,0,,-33.4940,143.2104,1000
1.10.11.0/24,1810821,1814991,,0,0,,26.0614,119.3061,50
1.10.12.0/22,1810821,1814991,,0,0,,26.0614,119.3061,50
1.10.16.0/20,1809858,1814991,,0,0,,23.1167,113.2500,50
1.10.32.0/19,1809858,1814991,,0,0,,23.1167,113.2500,50
1.10.64.0/18,1809858,1814991,,0,0,,23.1167,113.2500,50
1.10.128.0/21,1609350,1605651,,0,0,10540,13.6000,100.7167,100
1.10.136.0/22,1609350,1605651,,0,0,10540,13.6000,100.7167,100
1.10.140.0/23,1609350,1605651,,0,0,10540,13.6000,100.7167,100
1.10.142.0/24,1609350,1605651,,0,0,10540,13.6000,100.7167,100
1.10.143.0/24,1609350,1605651,,0,0,96468,13.7540,100.5014,100
1.10.144.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.148.0/22,1620816,1605651,,0,0,90110,7.0895,100.4107,1
1.10.152.0/24,1150085,1605651,,0,0,80110,8.1500,99.7333,50
1.10.153.0/24,1606336,1605651,,0,0,13110,14.3167,100.4000,20
1.10.154.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.156.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.160.0/21,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.168.0/21,1620816,1605651,,0,0,90110,7.0895,100.4107,1000
1.10.176.0/22,1607532,1605651,,0,0,13120,14.3517,100.5774,20
1.10.180.0/24,1621035,1605651,,0,0,14000,14.5884,100.4528,20
1.10.181.0/24,1607532,1605651,,0,0,13120,14.3517,100.5774,20
1.10.182.0/23,1620913,1605651,,0,0,10260,13.6833,100.5833,10
1.10.184.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.188.0/22,1153090,1605651,,0,0,,16.4834,99.5215,100
1.10.192.0/23,1609350,1605651,,0,0,10220,13.8667,100.6000,100
1.10.194.0/23,1609350,1605651,,0,0,10160,13.7167,100.4167,10
1.10.196.0/22,1609350,1605651,,0,0,10540,13.6000,100.7167,20
1.10.200.0/26,1609350,1605651,,0,0,10510,13.8167,100.7500,200
1.10.200.64/26,1609350,1605651,,0,0,10540,13.6000,100.7167,200
1.10.200.128/25,1609350,1605651,,0,0,10510,13.8167,100.7500,200
1.10.201.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.10.202.0/23,1608534,1605651,,0,0,73000,13.8667,100.1917,1
1.10.204.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.205.0/24,1607532,1605651,,0,0,13120,14.3517,100.5774,100
1.10.206.0/26,1609350,1605651,,0,0,96468,13.7540,100.5014,10
1.10.206.64/27,1609350,1605651,,0,0,96468,13.7540,100.5014,10
1.10.206.96/27,1609350,1605651,,0,0,10110,13.7083,100.4562,10
1.10.206.128/25,1609350,1605651,,0,0,96468,13.7540,100.5014,10
1.10.207.0/24,1609350,1605651,,0,0,10120,13.7083,100.4562,500
1.10.208.0/24,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.209.0/24,1605651,1605651,,0,0,,13.7500,100.4667,1000
1.10.210.0/23,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.212.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.216.0/25,1153671,1605651,,0,0,50000,18.7904,98.9847,10
1.10.216.128/25,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.217.0/25,1608133,1605651,,0,0,11000,13.8900,100.4333,20
1.10.217.128/25,1609350,1605651,,0,0,10220,13.8667,100.6000,1
1.10.218.0/23,1609348,1605651,,0,0,10220,13.8738,100.5968,50
1.10.220.0/25,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.220.128/26,1151933,1605651,,0,0,,8.4333,99.9667,100
1.10.220.192/26,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.221.0/27,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.221.32/27,1152633,1605651,,0,0,81120,7.9333,99.1500,50
1.10.221.64/26,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.221.128/25,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.222.0/24,11071499,1605651,,0,0,,6.6672,100.3225,1
1.10.223.0/24,1606939,1605651,,0,0,,6.6388,100.4234,50
1.10.224.0/24,1156311,1605651,,0,0,,13.7667,99.8500,100
1.10.225.0/24,1621035,1605651,,0,0,14000,14.5884,100.4528,100
1.10.226.0/23,1621035,1605651,,0,0,14000,14.5884,100.4528,100
1.10.228.0/22,1150954,1605651,,0,0,,13.5367,99.8171,10
1.10.232.0/23,1150954,1605651,,0,0,70110,13.8167,99.8833,100
1.10.234.0/23,1621035,1605651,,0,0,14000,14.5884,100.4528,100
1.10.236.0/22,1150954,1605651,,0,0,70110,13.8167,99.8833,100
1.10.240.0/23,1618022,1605651,,0,0,,14.6667,100.5333,200
1.10.242.0/23,1606033,1605651,,0,0,,14.4742,100.1222,200
1.10.244.0/23,1606033,1605651,,0,0,,14.4742,100.1222,200
1.10.246.0/23,1153669,1605651,,0,0,57000,19.9086,99.8325,200
1.10.248.0/22,1605651,1605651,,0,0,,13.7500,100.4667,500
1.10.252.0/22,1611453,1605651,,0,0,31180,14.9943,103.1039,100
1.11.0.0/19,1843564,1835841,,0,0,,37.4536,126.7317,20
1.11.32.0/19,1843561,1835841,,0,0,,37.4972,126.7111,5
1.11.64.0/20,1835848,1835841,,0,0,,37.5111,126.9743,10
1.11.80.0/21,1835848,1835841,,0,0,,37.5111,126.9743,1
1.11.88.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
